"nombre_var_num....c.nombre_var_num.","structure.c.1...0.171223735873382..0.0458759711597624..0.145179807475838..","structure.c..0.171223735873382..1...0.0625874368349658...0.100038064293431..","structure.c.0.0458759711597624...0.0625874368349658..1..0.18466249334077..","structure.c.0.145179807475838...0.100038064293431..0.18466249334077..","structure.c.0.0497023717789943...0.0587708676223185..0.385463726862893..","structure.c..0.0150273052928123...0.0455444583840509...0.10397591136227..","structure.c.0.0365406762227774...0.0484475899426121..0.0958051864912605..","structure.c.0.025506661980288...0.367192204348826...0.0637032044248875..","structure.c.0.116208669111509...0.328831205796638..0.0297568047927641..","structure.c.0.0821822461480325...0.464716924925207..0.0128234159798354..","structure.c.0.152729559749024...0.281822516743421...0.00519689642452554..","structure.c.0.045114359117305...0.145454289021934..0.144811543296116..","structure.c.0.173310673414834...0.175783494592385..0.120342338373199..","structure.c.0.0658248370038141...0.0212341661861853..0.0912833090614976..","structure.c.0.153688846963296...0.496435127997761..0.00629082923431944..","structure.c.0.0455297078771432...0.0629614417152084..0.999991612532554..","structure.c.0.145586065844382...0.100488694270768..0.184956149828176..","structure.c.0.0490782043932366...0.0595247145225397..0.385595088233079..","structure.c..0.015223693825091...0.0451269044910596...0.102191311737524..","structure.c.0.999766570193146...0.172012164660146..0.0495888224263251..","structure.c..0.148222324293928..0.796089480542402...0.0648255511702402.."
"Masa_GB",0.045114359117305,-0.145454289021934,0.144811543296116,-0.0404212571075794,0.0382928924712504,0.0765806762772062,0.850747303336611,0.0581873890401913,0.459863632978548,0.241758382420847,0.496509554127844,1,0.795071770500038,0.899230497576113,0.319309920691644,0.144800175827788,-0.0406987314866731,0.0378960441954302,0.0781038980843487,0.0439993569317587,-0.101324913972185
"Val_cal_Grasa",0.173310673414834,-0.175783494592385,0.120342338373199,0.000766092870798364,0.00318876938057158,0.118717817497621,0.875023235215075,0.128486533543245,0.688038339033894,0.448179424645001,0.724938330304922,0.795071770500038,1,0.853382901709809,0.553187361601433,0.120302812572685,0.000339714290478462,0.00392287364142195,0.120241319925202,0.172285910982996,-0.0790966814843728
"Hidr_fija_grasa",0.0658248370038141,-0.0212341661861853,0.0912833090614976,-0.0128950007161501,-0.0398590296863495,0.0920853640621149,0.89845941409466,0.0311669061579467,0.437657667479104,0.178865833937349,0.480688410822034,0.899230497576113,0.853382901709809,1,0.264840938660752,0.0912617104059204,-0.0133257846427074,-0.0402256446144916,0.093772584536994,0.0655158838527195,0.0389818545648924
"Cont_min_oseo",0.153688846963296,-0.496435127997761,0.00629082923431944,0.143370279202412,-0.0349726518483859,0.0238337883910894,0.468139596393144,0.314807050981328,0.928293673630288,0.94010464986703,0.927253090560331,0.319309920691644,0.553187361601433,0.264840938660752,1,0.00570652895987965,0.143467562868108,-0.0341240382623061,0.0240026506510132,0.152662140101058,-0.366981896162074
"CYP27L10pos",0.0455297078771432,-0.0629614417152084,0.999991612532554,0.184494866799676,0.385638930444511,-0.1037866672696,0.0958059900608834,-0.0632266252982204,0.029418794847888,0.0123902019434816,-0.00590701143030043,0.144800175827788,0.120302812572685,0.0912617104059204,0.00570652895987965,1,0.18478852314783,0.385773096760999,-0.102018819637908,0.0492522960543144,-0.0652794242319449
"VDRL10pos",0.145586065844382,-0.100488694270768,0.184956149828176,0.99998461793395,-0.0304019756256194,0.0767765951044705,-0.0416382421845981,0.048232994832425,0.0763854940711069,0.150443954973452,0.0732587753496088,-0.0406987314866731,0.000339714290478462,-0.0133257846427074,0.143467562868108,0.18478852314783,1,-0.0296117815100241,0.0786117977210416,0.144537744775532,-0.0598495965916063
"C2RL10pos",0.0490782043932366,-0.0595247145225397,0.385595088233079,-0.030135729668163,0.999956650541114,0.0981703449351088,-0.0132380065061019,0.00631980659209786,-0.0297095881201208,-0.03683794184733,-0.0708556760551559,0.0378960441954302,0.00392287364142195,-0.0402256446144916,-0.0341240382623061,0.385773096760999,-0.0296117815100241,1,0.0977274359734674,0.0501174629163429,-0.105872529930781
"CP24L10pos",-0.015223693825091,-0.0451269044910596,-0.102191311737524,0.078844086691078,0.0968227697349367,0.999934296847652,0.032369304241256,0.0609453267219073,-0.0106667301558506,-0.0019667896456729,0.0260387256698954,0.0781038980843487,0.120241319925202,0.093772584536994,0.0240026506510132,-0.102018819637908,0.0786117977210416,0.0977274359734674,1,-0.02059334684478,0.0498679696711124
"VITAMINDL10",0.999766570193146,-0.172012164660146,0.0495888224263251,0.144106238514603,0.0507794857453325,-0.0203589166114327,0.0354699962508563,0.0276493970449098,0.114597417926614,0.0814437273134695,0.151110046475646,0.0439993569317587,0.172285910982996,0.0655158838527195,0.152662140101058,0.0492522960543144,0.144537744775532,0.0501174629163429,-0.02059334684478,1,-0.148483624437295
"MENOP",-0.148222324293928,0.796089480542402,-0.0648255511702402,-0.0593952769206952,-0.106094638359109,0.0494123449124612,0.000679917018250718,-0.201682306111732,-0.245449357503377,-0.34155500690625,-0.184711822583073,-0.101324913972185,-0.0790966814843728,0.0389818545648924,-0.366981896162074,-0.0652794242319449,-0.0598495965916063,-0.105872529930781,0.0498679696711124,-0.148483624437295,1
